#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:MSA_cytB" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:MSA_cytB" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:MSA_cytB" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.MSA_cytB" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:MSA_cytB" name="distribution" x="@birthRate.t:MSA_cytB">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="alpha" spec="beast.core.parameter.RealParameter">0.001</parameter>
#                <parameter estimate="false" id="parameter.hyperGamma-beta-YuleBirthRatePrior.t:MSA_cytB" name="beta" spec="beast.core.parameter.RealParameter">1000.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="GammaShapePrior.s:MSA_cytB" name="distribution">
#            <parameter id="gammaShape.s:MSA_cytB" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@MSA_cytB" id="treeLikelihood.MSA_cytB" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:MSA_cytB">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:MSA_cytB" shape="@gammaShape.s:MSA_cytB" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:MSA_cytB" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:MSA_cytB" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="Standard_TIM2uf.s:MSA_cytB" spec="substmodels.nucleotide.TIM2uf">
#                    <parameter dimension="4" id="TIM2ufrates.s:MSA_cytB" lower="0.0" name="rates" spec="beast.core.parameter.RealParameter">1.0 1.0 1.0 1.0</parameter>
#                    <frequencies id="TIM2ufFreqs.s:MSA_cytB" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="TIM2uffreqParameter.s:MSA_cytB" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:MSA_cytB" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:MSA_cytB" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape	TIM2uffreqParameter.1	TIM2uffreqParameter.2	TIM2uffreqParameter.3	TIM2uffreqParameter.4	RateAC-Standard_TIM2uf	RateAG-Standard_TIM2uf	RateAT-Standard_TIM2uf	RateCG-Standard_TIM2uf	RateCT-Standard_TIM2uf	RateGT-Standard_TIM2uf
32000	-8665.305741361964	-8659.68008679619	-5.6256545657739405	-8659.68008679619	0.3017110786623453	2.8200664055317626	3.103436560516741	0.3971533387556835	0.22535756540143262	0.27197226792245277	0.2113423415647417	0.291327825111373	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
33000	-8652.718124557674	-8647.243369562028	-5.474754995646103	-8647.243369562028	0.31720689115642037	2.890972344558821	2.8653047964989162	0.3971533387556835	0.22535756540143262	0.27197226792245277	0.20679665712233658	0.2958735095537781	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
34000	-8652.228828356849	-8645.731916521447	-6.496911835401093	-8645.731916521447	0.328896373762162	1.607698474614133	2.207707347697714	0.3971533387556835	0.22535756540143262	0.27197226792245277	0.20679665712233658	0.2958735095537781	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
35000	-8650.92514140391	-8644.719858563634	-6.205282840274918	-8644.719858563634	0.2997894698692344	2.730216506773385	5.057250418994574	0.3971533387556835	0.22535756540143262	0.2766256584286378	0.20679665712233658	0.2912201190475931	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
36000	-8617.047176119702	-8610.251544154602	-6.795631965100076	-8610.251544154602	0.34801927319948167	1.221856112618581	2.0237036525310623	0.3971533387556835	0.22535756540143262	0.2915277540484403	0.18817440271256922	0.29494027783755794	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
37000	-8615.737381142138	-8610.12489320775	-5.612487934388374	-8610.12489320775	0.29928751008572424	3.1240570751359296	4.1478071737822635	0.3971533387556835	0.22666998211187847	0.2915277540484403	0.18686198600212336	0.29494027783755794	0.9983752785724689	0.8100695513363598	0.9983752785724689	0.8338704419851218	1.5254390075484587	0.8338704419851218
38000	-8604.691933080441	-8597.961148552184	-6.7307845282576615	-8597.961148552184	0.3542832752382168	1.344046919591675	2.1430084737307897	0.3971533387556835	0.23022992144805898	0.28796781471225974	0.18686198600212336	0.29494027783755794	1.0729257492233362	0.8100695513363598	1.0729257492233362	0.7593199713342546	1.5254390075484587	0.7593199713342546
39000	-8568.989718603509	-8561.849132250354	-7.140586353154674	-8561.849132250354	0.3077234139233515	2.049244384173714	6.513980596046377	0.3971533387556835	0.23612341801332415	0.28796781471225974	0.18686198600212336	0.2890467812722928	1.0729257492233362	1.0541227343872122	1.0729257492233362	0.6372933798088284	1.5254390075484587	0.6372933798088284
40000	-8557.978258758352	-8551.01979265618	-6.958466102173531	-8551.01979265618	0.37868386046606495	1.5738131886727906	3.383378639097552	0.3971533387556835	0.23612341801332415	0.28796781471225974	0.18686198600212336	0.2890467812722928	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.6372933798088284	1.7750492976638197	0.6372933798088284
41000	-8543.54737329538	-8537.983125607936	-5.564247687442781	-8537.983125607936	0.3302221832431587	3.060160049823676	3.7090267127901706	0.3971533387556835	0.24774610359980143	0.28796781471225974	0.18686198600212336	0.2774240956858155	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.6372933798088284	1.7750492976638197	0.6372933798088284
42000	-8538.075524358997	-8530.812645663533	-7.262878695463828	-8530.812645663533	0.34585710984942136	1.6349950281816144	4.871227033986846	0.3971533387556835	0.24386430927786373	0.28796781471225974	0.1810001296222746	0.28716774638760195	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.6372933798088284	1.7750492976638197	0.6372933798088284
43000	-8483.025529698763	-8472.970808997521	-10.054720701241445	-8472.970808997521	0.3314590369002767	-0.6953308482274592	7.709725858798629	0.3971533387556835	0.24386430927786373	0.28796781471225974	0.1810001296222746	0.28716774638760195	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.447900922472132	2.1538342123372125	0.447900922472132
44000	-8479.42235082653	-8471.662459559535	-7.759891266994356	-8471.662459559535	0.37294425839685796	1.1686107234815633	5.02212794268516	0.3971533387556835	0.24386430927786373	0.2860486922734843	0.1810001296222746	0.2890868688263774	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.447900922472132	2.1538342123372125	0.447900922472132
45000	-8479.830853439786	-8473.442404065752	-6.388449374032893	-8473.442404065752	0.3561628500108862	2.0693241399240607	3.140987009031499	0.3971533387556835	0.27510801929245077	0.28036753541372406	0.1810001296222746	0.2635243156715506	0.9481206041656557	1.0541227343872122	0.9481206041656557	0.447900922472132	2.1538342123372125	0.447900922472132
46000	-8475.69356005529	-8469.30903198258	-6.384528072708583	-8469.30903198258	0.34741851351733777	1.9815925530093055	2.866429801465274	0.3971533387556835	0.27510801929245077	0.28036753541372406	0.1810001296222746	0.2635243156715506	0.9481206041656557	1.011171267887954	0.9481206041656557	0.447900922472132	2.1967856788364704	0.447900922472132
47000	-8476.504348760316	-8468.483175159978	-8.021173600338862	-8468.483175159978	0.3371918876054963	1.0333356372445754	5.6934428216351245	0.3971533387556835	0.27510801929245077	0.26919702343077445	0.1810001296222746	0.2746948276545002	0.9481206041656557	1.011171267887954	0.9481206041656557	0.447900922472132	2.1967856788364704	0.447900922472132
48000	-8441.781728333837	-8433.846048734047	-7.935679599789277	-8433.846048734047	0.39495225096473713	0.7903523124946701	4.171533640743316	0.3809182739769798	0.27510801929245077	0.26919702343077445	0.15671660776561938	0.29897834951115543	1.104301699224823	1.011171267887954	1.104301699224823	0.29171982741296476	2.1967856788364704	0.29171982741296476
49000	-8440.594554583286	-8434.5531604552	-6.041394128085334	-8434.5531604552	0.3439794972568769	2.349395341706759	2.935674601318546	0.39790681780540516	0.27510801929245077	0.26919702343077445	0.15671660776561938	0.29897834951115543	1.104301699224823	1.011171267887954	1.104301699224823	0.29171982741296476	2.1967856788364704	0.29171982741296476
50000	-8416.282775094962	-8406.753040340564	-9.529734754398977	-8406.753040340564	0.46006995401539474	-0.7622973727369033	4.274308082951994	0.39790681780540516	0.27510801929245077	0.2845343393449748	0.141379291851419	0.29897834951115543	0.9104569564136298	1.011171267887954	0.9104569564136298	0.29171982741296476	2.5844751644588566	0.29171982741296476
51000	-8414.248276566914	-8405.60019238543	-8.648084181483831	-8405.60019238543	0.4244628779869402	-0.9566197459399473	1.5395911481772606	0.34475282764512905	0.28718832876936107	0.2724540298680645	0.141379291851419	0.29897834951115543	0.9104569564136298	1.0392565454475478	0.9104569564136298	0.29171982741296476	2.5563898868992627	0.29171982741296476
52000	-8409.246475393498	-8400.81775272853	-8.428722664969136	-8400.81775272853	0.4702904739625344	-0.46327764118957626	2.0244264289176637	0.34475282764512905	0.28718832876936107	0.2724540298680645	0.141379291851419	0.29897834951115543	0.9104569564136298	1.2088623641828458	0.9104569564136298	0.20691691804531576	2.5563898868992627	0.20691691804531576
53000	-8413.229646814487	-8403.974883628767	-9.254763185719833	-8403.974883628767	0.5087696760643098	-0.8708860372115312	3.074328299895372	0.34475282764512905	0.28718832876936107	0.2724540298680645	0.141379291851419	0.29897834951115543	0.9482936884428895	1.2088623641828458	0.9482936884428895	0.20691691804531576	2.480716422840743	0.20691691804531576
54000	-8410.216409533848	-8403.378071456933	-6.838338076915001	-8403.378071456933	0.3864577331941031	1.4699984451076848	2.8510680525030123	0.34475282764512905	0.28718832876936107	0.2724540298680645	0.141379291851419	0.29897834951115543	0.9401507909079355	1.171161259923804	0.9401507909079355	0.23391036770979068	2.480716422840743	0.23391036770979068
